"グループ名","TwitterID","TwitterName","フォロワー数","ツイート数","フォロワー数","ツイート数","","グループ名","TwitterID","TwitterName","フォロワー増減","","グループ名","TwitterID","TwitterName","ツイート増減"
"#ワールドカオス","World_senamaru","黒崎せな🐬💎#ワールドカオス第2章","647","6669","647","6669","","#フラサービックル","FLABI_RAN","逢坂らん #フラサービックル 2022/1/16(日)1stワンマン@ZeppFukuoka","0","","#ババババンビ","meruda__ikeda","池田メルダ #ババババンビ","0"
"＋Aid 6mg","plusAid_aru","宵闇ある@生きてる","50","431","50","431","","#フラサービックル","FLABI_SENA","白濱せな #フラサービックル2022/1/16(日)1stワンマン@ ZeppFukuoka","0","","#ババババンビ","minato__mio","水湊みお #ババババンビ","0"
"＋Aid 6mg","plusAid_kurumi","桜花くるみ🧸🎀","83","410","83","410","","#ペンタプリズム","kanata_Pprism","天乃かなた #ペンタプリズム","0","","#ババババンビ","miyu_kishi0213","岸みゆ #ババババンビ","0"
"＋Aid 6mg","plusAid_luna","月城るな","77","438","77","438","","#ペンタプリズム","kotori_Pprism","犬飼ことり（#ペンタプリズム）","0","","#ババババンビ","pipipi_br","小鳥遊るい #ババババンビ","0"
"＋Aid 6mg","plusAid_mea","紅羽めあ","83","241","83","241","","#ペンタプリズム","mayoi_Pprism","道弐まよい #ペンタプリズム","0","","#ババババンビ","saekondo_inu","近藤沙瑛子🐾 #ババババンビ","0"
"＋Sugar.","plus_S_Goma","松山ごま🐱🦊【＋Sugar.】【ミスiD2022】","849","10883","849","10883","","#ペンタプリズム","nano_Pprism","なの.com（ #ペンタプリズム ）","0","","#ババババンビ","usa_usa0427","宇咲 #ババババンビ (9/4~全国ツアー)","0"
"＋Sugar.","plus_S_Prpmgp","🍑🍙メグ・ピッチ・オリオン🍺🌟","1636","31001","1636","31001","","#ペンタプリズム","reia_Pprism","汐咲玲亜 #ペンタプリズム","0","","#フラサービックル","FLABI_MANA","花園まな#フラサービックル 2022/1/16(日)1stワンマン@ZeppFukuoka","0"
"＋Sugar.","plus_S_Reina","☔️雨宮れいな☔️1月24日👼🏻生誕祭🤍","15901","39652","15901","39652","","#ワールドカオス","michan__zrx","花宮 みずき","0","","#フラサービックル","FLABI_MIKOTO","美月みこと #フラサービックル 2022/1/16(日)1stワンマン@ ZeppFukuoka","0"
"＋Sugar.","plus_S_Saya","日向さや💘+Sugar.(ぷらしゅが)","537","3221","537","3221","","#ワールドカオス","ririka_hprcm","神田 利理加@飛ぺりか夢💜","0","","#フラサービックル","FLABI_MOKO","宮崎もこ #フラサービックル　2022/1/16(日)1stワンマン@ ZeppFukuoka","0"
"＋Sugar.","plus_S_Umi","🐰月美うみ🌊(つきみうみ)","460","1974","460","1974","","#ワールドカオス","UT_TU_tnk","たなか🧡12月26日生誕祭🧡","0","","#フラサービックル","FLABI_OTO","双葉おと#フラサービックル 2022/1/16(日)1stワンマン@ ZeppFukuoka","0"
"∞PEACE","hgp_miyu","MIYU（∞PEACE）","569","2300","569","2300","","#ワールドカオス","World_arishan","😈黒羽 有咲 ‎𓊆ありしゃん𓊇12/26 卒業","0","","#フラサービックル","FLABI_RAIMU","夏芽 らいむ#フラサービックル2021/1/16(日)1stワンマン@ ZeppFukuoka","0"
"∞PEACE","hgp_nana","NANA（∞PEACE）","588","3555","588","3555","","#ワールドカオス","World_hinamyun","ひなみゅん💚🐣ྀི","0","","#フラサービックル","FLABI_RAN","逢坂らん #フラサービックル 2022/1/16(日)1stワンマン@ZeppFukuoka","0"
"∞PEACE","hgp_nene","NENE (∞PEACE)","696","6142","696","6142","","#ワールドカオス","World_moechu","星宮もえ(もえちゅ)🧸🍓12月2日卒業","0","","#フラサービックル","FLABI_SENA","白濱せな #フラサービックル2022/1/16(日)1stワンマン@ ZeppFukuoka","0"
"♯ビビデビート♭","momo_bbdb","愛葉もも🧸♯ビビデビート♭","1558","22425","1558","22425","","#ワールドカオス","World_senamaru","黒崎せな🐬💎#ワールドカオス第2章","0","","#ペンタプリズム","kanata_Pprism","天乃かなた #ペンタプリズム","0"
"♯ビビデビート♭","natsuki_bbdb","星乃南月🍊#ビビデビート♭","275","1221","275","1221","","＋Aid 6mg","plusAid_aru","宵闇ある@生きてる","0","","#ペンタプリズム","kotori_Pprism","犬飼ことり（#ペンタプリズム）","0"
"♯ビビデビート♭","rui_hlw","楠るい🥚","436","898","436","898","","＋Aid 6mg","plusAid_kurumi","桜花くるみ🧸🎀","0","","#ペンタプリズム","mayoi_Pprism","道弐まよい #ペンタプリズム","0"
"♯ビビデビート♭","yua_bbdb","七瀬結愛🎀12/14卒業","1115","9895","1115","9895","","＋Aid 6mg","plusAid_luna","月城るな","0","","#ペンタプリズム","nano_Pprism","なの.com（ #ペンタプリズム ）","0"
"♯ビビデビート♭","yutsuki_bbdb","鈴宮結月 🎗👑　♯ビビデビート♭","671","3574","671","3574","","＋Aid 6mg","plusAid_mea","紅羽めあ","0","","#ペンタプリズム","reia_Pprism","汐咲玲亜 #ペンタプリズム","0"
"1/fキュレーション","hanayura_ene","花揺 えね","306","922","306","922","","＋Sugar.","plus_S_Goma","松山ごま🐱🦊【＋Sugar.】【ミスiD2022】","0","","#ワールドカオス","michan__zrx","花宮 みずき","0"
"1/fキュレーション","momose_sena","桃瀬 せな","433","2109","433","2109","","＋Sugar.","plus_S_Prpmgp","🍑🍙メグ・ピッチ・オリオン🍺🌟","0","","#ワールドカオス","ririka_hprcm","神田 利理加@飛ぺりか夢💜","0"
"1/fキュレーション","nryqx","ほしぞめさく🐼","2332","14464","2332","14464","","＋Sugar.","plus_S_Reina","☔️雨宮れいな☔️1月24日👼🏻生誕祭🤍","0","","#ワールドカオス","UT_TU_tnk","たなか🧡12月26日生誕祭🧡","0"
"100-YOKAI","madoka_100yokai","柑咲円花（100-YOKAI）👹⚡️","1037","12895","1037","12895","","＋Sugar.","plus_S_Saya","日向さや💘+Sugar.(ぷらしゅが)","0","","#ワールドカオス","World_arishan","😈黒羽 有咲 ‎𓊆ありしゃん𓊇12/26 卒業","0"
"100-YOKAI","marina_100yokai","月城まりな(100-YOKAI)🕸️💜","924","5492","924","5492","","＋Sugar.","plus_S_Umi","🐰月美うみ🌊(つきみうみ)","0","","#ワールドカオス","World_hinamyun","ひなみゅん💚🐣ྀི","0"
"100-YOKAI","moeka_100yokai","🦊前田萌香（100-YOKAI）❤️","1158","13835","1158","13835","","∞PEACE","hgp_miyu","MIYU（∞PEACE）","0","","#ワールドカオス","World_moechu","星宮もえ(もえちゅ)🧸🍓12月2日卒業","0"
"100-YOKAI","Natuki_100yokai","👧🏻琴梨なつき Lv19🦥🎀(100-YOKAI)","1078","9624","1078","9624","","∞PEACE","hgp_nana","NANA（∞PEACE）","0","","#ワールドカオス","World_senamaru","黒崎せな🐬💎#ワールドカオス第2章","0"
"100-YOKAI","yui_100yokai","桜木唯衣(100-YOKAI)❄️","875","10346","875","10346","","∞PEACE","hgp_nene","NENE (∞PEACE)","0","","＋Aid 6mg","plusAid_aru","宵闇ある@生きてる","0"
"10tacion","10_aku1231","京 亜玖 【 10tación 】@12/1赤羽ReNYらいぶ❕","783","3574","783","3574","","♯ビビデビート♭","momo_bbdb","愛葉もも🧸♯ビビデビート♭","0","","＋Aid 6mg","plusAid_kurumi","桜花くるみ🧸🎀","0"
"10tacion","10_hinano228","海月 ひなの【10tación】","642","1451","642","1451","","♯ビビデビート♭","natsuki_bbdb","星乃南月🍊#ビビデビート♭","0","","＋Aid 6mg","plusAid_luna","月城るな","0"
"10tacion","10_mai107","楠木まい【10tación】","258","474","258","474","","♯ビビデビート♭","rui_hlw","楠るい🥚","0","","＋Aid 6mg","plusAid_mea","紅羽めあ","0"
"10tacion","10_marina23","藍田 マリナ【10tación】12/1赤羽ReNY","638","2320","638","2320","","♯ビビデビート♭","yua_bbdb","七瀬結愛🎀12/14卒業","0","","＋Sugar.","plus_S_Goma","松山ごま🐱🦊【＋Sugar.】【ミスiD2022】","0"
"10tacion","10_ria411","櫻美 りあ 【10tación】","451","975","451","975","","♯ビビデビート♭","yutsuki_bbdb","鈴宮結月 🎗👑　♯ビビデビート♭","0","","＋Sugar.","plus_S_Prpmgp","🍑🍙メグ・ピッチ・オリオン🍺🌟","0"
"1682 -いろはに-","1682_kaoru","承和 薫🐢","470","6075","470","6075","","1/fキュレーション","hanayura_ene","花揺 えね","0","","＋Sugar.","plus_S_Reina","☔️雨宮れいな☔️1月24日👼🏻生誕祭🤍","0"
"1682 -いろはに-","1682_rei","月見夜 零 🤍","423","2232","423","2232","","1/fキュレーション","momose_sena","桃瀬 せな","0","","＋Sugar.","plus_S_Saya","日向さや💘+Sugar.(ぷらしゅが)","0"
"1682 -いろはに-","1682_tomura","虚弔","136","191","136","191","","1/fキュレーション","nryqx","ほしぞめさく🐼","0","","＋Sugar.","plus_S_Umi","🐰月美うみ🌊(つきみうみ)","0"
"1ChanceYeahHoi","ayano_ichinose","あやる(一ノ瀬 あやの) 1Chance YeahHoi","696","2091","696","2091","","100-YOKAI","madoka_100yokai","柑咲円花（100-YOKAI）👹⚡️","0","","∞PEACE","hgp_miyu","MIYU（∞PEACE）","0"
"1ChanceYeahHoi","itimianorika","🐬いちみやのりか🐬 1 Chance Yeah Hoi","2127","10084","2127","10084","","100-YOKAI","marina_100yokai","月城まりな(100-YOKAI)🕸️💜","0","","∞PEACE","hgp_nana","NANA（∞PEACE）","0"
"1ChanceYeahHoi","kaetan_0619","︎︎桜空かえ 【1chanceYeahHoi】","7239","9559","7239","9559","","100-YOKAI","moeka_100yokai","🦊前田萌香（100-YOKAI）❤️","0","","∞PEACE","hgp_nene","NENE (∞PEACE)","0"
"1ChanceYeahHoi","Koshimizumikuna","⚜️越水みくな⚜️ 〜1Chance Yeah Hoi !〜","2548","8620","2548","8620","","100-YOKAI","Natuki_100yokai","👧🏻琴梨なつき Lv19🦥🎀(100-YOKAI)","0","","♯ビビデビート♭","momo_bbdb","愛葉もも🧸♯ビビデビート♭","0"
"1ChanceYeahHoi","rinrin9190","桜空りん（1chanceYeahHoi ）","3877","8481","3877","8481","","100-YOKAI","yui_100yokai","桜木唯衣(100-YOKAI)❄️","0","","♯ビビデビート♭","natsuki_bbdb","星乃南月🍊#ビビデビート♭","0"
"1ChanceYeahHoi","shi_kurusu","来栖しおん🧸1Chance Yeah Hoi！1/25日3rd single竜巻〜スパイラル〜発売","1578","4435","1578","4435","","10tacion","10_aku1231","京 亜玖 【 10tación 】@12/1赤羽ReNYらいぶ❕","0","","♯ビビデビート♭","rui_hlw","楠るい🥚","0"
"1ChanceYeahHoi","yumi_95nyan","ゆっぽ🐷🍠山之内優美 1Chance Yeah Hoi 1/25 3rd single発売決定","2941","28294","2941","28294","","10tacion","10_hinano228","海月 ひなの【10tación】","0","","♯ビビデビート♭","yua_bbdb","七瀬結愛🎀12/14卒業","0"
"1Eyeline","1Eye_tsubaki57","椿姫かな🧡1Eyeline","986","3000","986","3000","","10tacion","10_mai107","楠木まい【10tación】","0","","♯ビビデビート♭","yutsuki_bbdb","鈴宮結月 🎗👑　♯ビビデビート♭","0"
"1Eyeline","kirari_hoshino_","星乃キラリ (1Eyeline / LeapPlane+。)","445","909","445","909","","10tacion","10_marina23","藍田 マリナ【10tación】12/1赤羽ReNY","0","","1/fキュレーション","hanayura_ene","花揺 えね","0"
"1Eyeline","senamomono","瀬名ももの　1Eyeline","545","2874","545","2874","","10tacion","10_ria411","櫻美 りあ 【10tación】","0","","1/fキュレーション","momose_sena","桃瀬 せな","0"
"1Eyeline","tachibana_kyoka","橘 京花 ( 1Eyeline )","514","1541","514","1541","","1682 -いろはに-","1682_kaoru","承和 薫🐢","0","","1/fキュレーション","nryqx","ほしぞめさく🐼","0"
"1Eyeline","tachibanaririka","橘 璃々花（1Eyeline）","441","1466","441","1466","","1682 -いろはに-","1682_rei","月見夜 零 🤍","0","","100-YOKAI","madoka_100yokai","柑咲円花（100-YOKAI）👹⚡️","0"
"1UP","_yumemiru_alice","春名ありす‎🦋aLiCe","5936","15636","5936","15636","","1682 -いろはに-","1682_tomura","虚弔","0","","100-YOKAI","marina_100yokai","月城まりな(100-YOKAI)🕸️💜","0"
"1UP","_yumemiru_rin","月宙りん / Liin","2621","1428","2621","1428","","1ChanceYeahHoi","ayano_ichinose","あやる(一ノ瀬 あやの) 1Chance YeahHoi","0","","100-YOKAI","moeka_100yokai","🦊前田萌香（100-YOKAI）❤️","0"
"1UP","kisara_carat","柊木きさら🐾KiSAЯA","4308","3902","4308","3902","","1ChanceYeahHoi","itimianorika","🐬いちみやのりか🐬 1 Chance Yeah Hoi","0","","100-YOKAI","Natuki_100yokai","👧🏻琴梨なつき Lv19🦥🎀(100-YOKAI)","0"
"1UP","yuukakohinata","小日向優花٭YU-KA","8538","8533","8538","8533","","1ChanceYeahHoi","kaetan_0619","︎︎桜空かえ 【1chanceYeahHoi】","0","","100-YOKAI","yui_100yokai","桜木唯衣(100-YOKAI)❄️","0"
"１学期の前髪","hinase_syl","橘 ひなせ🐣１学期の前髪 〔#TIF2021 出演❕〕","627","1836","627","1836","","1ChanceYeahHoi","Koshimizumikuna","⚜️越水みくな⚜️ 〜1Chance Yeah Hoi !〜","0","","10tacion","10_aku1231","京 亜玖 【 10tación 】@12/1赤羽ReNYらいぶ❕","0"
"１学期の前髪","kii_syl","成瀬きい12/11生誕祭🕊 𓂃𓈒 𓂂𓏸","364","531","364","531","","1ChanceYeahHoi","rinrin9190","桜空りん（1chanceYeahHoi ）","0","","10tacion","10_hinano228","海月 ひなの【10tación】","0"
"１学期の前髪","rin_syl","青山 凜(あおやま りん)🍇１学期の前髪","945","8225","945","8225","","1ChanceYeahHoi","shi_kurusu","来栖しおん🧸1Chance Yeah Hoi！1/25日3rd single竜巻〜スパイラル〜発売","0","","10tacion","10_mai107","楠木まい【10tación】","0"
"１学期の前髪","sayaka_syl","小宮 彩花🤍１学期の前髪","805","858","805","858","","1ChanceYeahHoi","yumi_95nyan","ゆっぽ🐷🍠山之内優美 1Chance Yeah Hoi 1/25 3rd single発売決定","0","","10tacion","10_marina23","藍田 マリナ【10tación】12/1赤羽ReNY","0"
"１学期の前髪","yua_syl","姫宮 結愛 ʚ🎀ɞ １学期の前髪","3112","9214","3112","9214","","1Eyeline","1Eye_tsubaki57","椿姫かな🧡1Eyeline","0","","10tacion","10_ria411","櫻美 りあ 【10tación】","0"
"26時のマスカレイド","nijimasu_aeri","江嶋 綾恵梨(26時のマスカレイド)","53010","14069","53010","14069","","1Eyeline","kirari_hoshino_","星乃キラリ (1Eyeline / LeapPlane+。)","0","","1682 -いろはに-","1682_kaoru","承和 薫🐢","0"
"26時のマスカレイド","nijimasu_karenn","中村果蓮（26時のマスカレイド ）","27567","3388","27567","3388","","1Eyeline","senamomono","瀬名ももの　1Eyeline","0","","1682 -いろはに-","1682_rei","月見夜 零 🤍","0"
"26時のマスカレイド","nijimasu_miyu","吉井美優（26時のマスカレイド）","122380","9715","122380","9715","","1Eyeline","tachibana_kyoka","橘 京花 ( 1Eyeline )","0","","1682 -いろはに-","1682_tomura","虚弔","0"
"26時のマスカレイド","nijimasu_paru","森みはる(26時のマスカレイド)","89226","11963","89226","11963","","1Eyeline","tachibanaririka","橘 璃々花（1Eyeline）","0","","1ChanceYeahHoi","ayano_ichinose","あやる(一ノ瀬 あやの) 1Chance YeahHoi","0"
"26時のマスカレイド","nijimasu_rinrin","来栖りん（26時のマスカレイド）","174199","28217","174199","28217","","1UP","_yumemiru_alice","春名ありす‎🦋aLiCe","0","","1ChanceYeahHoi","itimianorika","🐬いちみやのりか🐬 1 Chance Yeah Hoi","0"
"2o Love to Sweet Bullet","2o_izumi","神谷 泉水 ( トゥラブ )","5570","5280","5570","5280","","1UP","_yumemiru_rin","月宙りん / Liin","0","","1ChanceYeahHoi","kaetan_0619","︎︎桜空かえ 【1chanceYeahHoi】","0"
"2o Love to Sweet Bullet","riho_sweet","伏見りほ👑トゥラブ","12296","2900","12296","2900","","1UP","kisara_carat","柊木きさら🐾KiSAЯA","0","","1ChanceYeahHoi","Koshimizumikuna","⚜️越水みくな⚜️ 〜1Chance Yeah Hoi !〜","0"
"2o Love to Sweet Bullet","SMitsuki0206","大空美月 トゥラブ","10731","2731","10731","2731","","1UP","yuukakohinata","小日向優花٭YU-KA","0","","1ChanceYeahHoi","rinrin9190","桜空りん（1chanceYeahHoi ）","0"
"2o Love to Sweet Bullet","yamahiromihoko","山広美保子 トゥラブ","15807","5679","15807","5679","","１学期の前髪","hinase_syl","橘 ひなせ🐣１学期の前髪 〔#TIF2021 出演❕〕","0","","1ChanceYeahHoi","shi_kurusu","来栖しおん🧸1Chance Yeah Hoi！1/25日3rd single竜巻〜スパイラル〜発売","0"
"340.29m/s","marino_34029","マリノ【340.29m/s】","571","36","571","36","","１学期の前髪","kii_syl","成瀬きい12/11生誕祭🕊 𓂃𓈒 𓂂𓏸","0","","1ChanceYeahHoi","yumi_95nyan","ゆっぽ🐷🍠山之内優美 1Chance Yeah Hoi 1/25 3rd single発売決定","0"
"340.29m/s","mizuno34029","水乃あゆか【340.29m/s】","421","70","421","70","","１学期の前髪","rin_syl","青山 凜(あおやま りん)🍇１学期の前髪","0","","1Eyeline","1Eye_tsubaki57","椿姫かな🧡1Eyeline","0"
"340.29m/s","nx6p_34029","望まひろ【340.29m/s】","2103","7965","2103","7965","","１学期の前髪","sayaka_syl","小宮 彩花🤍１学期の前髪","0","","1Eyeline","kirari_hoshino_","星乃キラリ (1Eyeline / LeapPlane+。)","0"
"340.29m/s","rito_34029","糸生りと【340.29m/s】","1871","5581","1871","5581","","１学期の前髪","yua_syl","姫宮 結愛 ʚ🎀ɞ １学期の前髪","0","","1Eyeline","senamomono","瀬名ももの　1Eyeline","0"
"340.29m/s","sui_34029","天音スイ【340.29m/s】","431","98","431","98","","26時のマスカレイド","nijimasu_aeri","江嶋 綾恵梨(26時のマスカレイド)","0","","1Eyeline","tachibana_kyoka","橘 京花 ( 1Eyeline )","0"
"37.2℃-ナナドニブ-","meruchan_o11","椎名める🍥37.2℃(ナナドニブ)","1860","2589","1860","2589","","26時のマスカレイド","nijimasu_karenn","中村果蓮（26時のマスカレイド ）","0","","1Eyeline","tachibanaririka","橘 璃々花（1Eyeline）","0"
"37.2℃-ナナドニブ-","miharuunyan","白井美春🌹♡12/5.16会いたいお願いします","1571","2919","1571","2919","","26時のマスカレイド","nijimasu_miyu","吉井美優（26時のマスカレイド）","0","","1UP","_yumemiru_alice","春名ありす‎🦋aLiCe","0"
"37.2℃-ナナドニブ-","momo__taa","白坂萌々🍑37.2℃-ナナドニブ-","1186","2908","1186","2908","","26時のマスカレイド","nijimasu_paru","森みはる(26時のマスカレイド)","0","","1UP","_yumemiru_rin","月宙りん / Liin","0"
"37.2℃-ナナドニブ-","noi_kisaragi","如月乃依✨37.2℃-ナナドニブ-","390","898","390","898","","26時のマスカレイド","nijimasu_rinrin","来栖りん（26時のマスカレイド）","0","","1UP","kisara_carat","柊木きさら🐾KiSAЯA","0"
"37.2℃-ナナドニブ-","oto_chaaan_","茜叶おと🦖37.2℃-ナナドニブ-","844","2817","844","2817","","2o Love to Sweet Bullet","2o_izumi","神谷 泉水 ( トゥラブ )","0","","1UP","yuukakohinata","小日向優花٭YU-KA","0"
"81moment","AYAKA_81moment","小鳥遊彩花👼🏻12/19渋谷Veats生誕🦋","2374","7438","2374","7438","","2o Love to Sweet Bullet","riho_sweet","伏見りほ👑トゥラブ","0","","１学期の前髪","hinase_syl","橘 ひなせ🐣１学期の前髪 〔#TIF2021 出演❕〕","0"
